Unit Name,Current Guesty Tags,CITY,PMC-INFORMATION,PROPERTY-EMAIL,VILLA NET DESTINATION TAG,VILLA NET PROPERTY MANAGER NAME,VILLA NET PARTNER RESERVATION EMAIL,VILLA NET RANK,VILLA NET COMMISSION RATE,VILLA NET EXCLUSIVE UNITS MANAGED,VILLA NET YEARS IN BUSINESS,VILLA NET AVG RESPONSE TIME HOURS,VILLA NET CALENDAR SYNC 99,VILLA NET CREDIT CARD ACCEPTED,VILLA NET INSURED,VILLA NET BANK TRANSFER ACCEPTED,VILLA NET STANDARDIZED HOUSEKEEPING,VILLA NET STAFF GRATUITY GUIDELINE,VILLA NET GATED COMMUNITY,VILLA NET GOLF VILLA,VILLA NET RESORT VILLA,VILLA NET RESORT COLLECTION NAME,VILLA NET CHEF INCLUDED,VILLA NET TRUE BEACH FRONT,VILLA NET COOK INCLUDED,VILLA NET WAITER BUTLER INCLUDED,VILLA NET OCEAN FRONT,VILLA NET OCEAN VIEW,VILLA NET WALK TO BEACH,VILLA NET ACCESSIBLE,VILLA NET PRIVATE GYM,VILLA NET PRIVATE CINEMA,VILLA NET PICKLEBALL,VILLA NET TENNIS,VILLA NET GOLF CART INCLUDED,VILLA NET HEATED POOL
"Klairan, Sandy Lane","Altman, Barbados",Holetown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Lune,"Altman, Barbados",Speightstown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Landfall, Sandy Lane","Altman, Barbados",Holetown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Landmark House,"Altman, Barbados",Holetown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Landmark House&Cotta,"Altman, Barbados",Holetown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Leamington House 5BR,"Altman, Barbados",Little Battaleys,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mango Bay,"Altman, Barbados",Weston,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Moon Dance 6BR,"Altman, Barbados",Holetown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Moon Reach,"Altman, Barbados",Weston,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mullins View 14 4BR,"Altman, Barbados",Mullins Bay,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palms Old Trees 4 3B,"Altman, Barbados",Paynes Bay,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sandy Cove PH 501,"Altman, Barbados",Durants,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 105,"Altman, Barbados",Speightstown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 106 2BR,"Altman, Barbados",Speightstown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 108,"Altman, Barbados",Speightstown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 201 2BR,"Altman, Barbados",Speightstown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 204 2BR,"Altman, Barbados",Speightstown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
St. Helena 8BR,"Altman, Barbados",Old Queens Fort,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The Westerings 6BR,"Altman, Barbados",Holetown,Altman Barbados,villas@altmanbarbados.com,Barbados,Altman Real Estate Group,villas@altmanbarbados.com,9.1,12,27,40,6,yes,yes,yes,yes,yes,10-15%,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Infinity House 8BR,"Blue Sky, Barbados",Forest Hills,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
RWL - Villa Grove,"Blue Sky, Barbados",Forest Hills,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
RWL Lime Tree House,"Blue Sky, Barbados",Forest Hills,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Whitehaven,"Blue Sky, Barbados",Forest Hills,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Fustic House,"Blue Sky, Barbados",Fustic Village,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Clearwater,"Blue Sky, Barbados",Gibbes,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Waverly One,"Blue Sky, Barbados",Gibbes,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Westhaven,"Blue Sky, Barbados",Gibbes,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bonavista (4BR),"Blue Sky, Barbados",Gibbs,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Latitude,"Blue Sky, Barbados",Gibbs,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mullins Mill 8BR,"Blue Sky, Barbados",Gibbs,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Todmorden,"Blue Sky, Barbados",Gibbs,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Waverly House,"Blue Sky, Barbados",Gibbs,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Jessamine 4BR,"Blue Sky, Barbados","Gibbs, St. Peter, Speightstown,",Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Emily House 7BR,"Blue Sky, Barbados",Green Garden,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Church Point 2 (3BR),"Blue Sky, Barbados",Holetown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Church Point 4 (3BR),"Blue Sky, Barbados",Holetown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seaduced - RWM,"Blue Sky, Barbados",Holetown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SugarHill-Frangipani,"Blue Sky, Barbados",Holetown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
RWL Elysium,"Blue Sky, Barbados",Lancaster,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Elan,"Blue Sky, Barbados",Lower Carlton,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Fiddlesticks,"Blue Sky, Barbados",Mount Standfast,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sugar Hill -  Eden,"Blue Sky, Barbados",Mount Standfast,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sugar Hill-Go Easy4B,"Blue Sky, Barbados",Mount Standfast,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sugar Hill-Go Easy6B,"Blue Sky, Barbados",Mount Standfast,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SugarHill-Firefly 4B,"Blue Sky, Barbados",Mount Standfast,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SugarHill-Firefly 5B,"Blue Sky, Barbados",Mount Standfast,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Easy Reach 3BR,"Blue Sky, Barbados",Mullins,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hemingway House,"Blue Sky, Barbados",Mullins,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mullinover,"Blue Sky, Barbados",Mullins,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sunset Reach (3BR),"Blue Sky, Barbados",Mullins,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villatre,"Blue Sky, Barbados",Mullins,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Belair 6BR,"Blue Sky, Barbados",Mullins Bay,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Fresh Wind Apes Hill,"Blue Sky, Barbados",Orange Hill,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mahogany Bay - Ch 5,"Blue Sky, Barbados",Paynes Bay,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mahogany Bay Fathoms,"Blue Sky, Barbados",Paynes Bay,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MahoganyBay Seashell,"Blue Sky, Barbados",Paynes Bay,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The One at St.James,"Blue Sky, Barbados",Paynes Bay,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa at St James,"Blue Sky, Barbados",Paynes Bay,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Banyan House 5BR,"Blue Sky, Barbados",Porters,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The Ridge 11BR,"Blue Sky, Barbados",Rock Dundo,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sandy Lane -Laughing,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SandyLane -Jamoon5BR,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SandyLane -Jamoon6BR,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SandyLane -Jamoon7BR,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SandyLane -Windward,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SandyLane Casu_5BR,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,yes,no,yes,Sandy Lane Estates,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vistamar SandyLane6B,"Blue Sky, Barbados",Sandy Lane,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
High Trees,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Leamington B Cottage,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Leamington Estate,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Leamington Pavilion,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nelson Gay (9BR),"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 112,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 205 1BR,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 205 2BR,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 205 3BR,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Schooner Bay 207,"Blue Sky, Barbados",Speightstown,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Pebble,"Blue Sky, Barbados",Springfield,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hectors House,"Blue Sky, Barbados",St. Lawrence,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Half Century 6BR,"Blue Sky, Barbados",Sugar Hill,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Crystal Springs 10BR,"Blue Sky, Barbados",The Garden,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Westshore BeachHouse,"Blue Sky, Barbados",The Garden,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bajan Heights,"Blue Sky, Barbados",Westmoreland,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Coral Blu 3BR,"Blue Sky, Barbados",Westmoreland,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
RWL High Spirits,"Blue Sky, Barbados",Westmoreland,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sugar Cane Ridge 1,"Blue Sky, Barbados",Westmoreland,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sugar Hill-Jade Vine,"Blue Sky, Barbados",Westmoreland,Blue Sky Luxury,shari.marshall@blueskyluxury.com,Barbados,Blue Sky Luxury,partners@blueskyluxury.com,9.7,12,73,50,2,yes,yes,yes,yes,yes,not populated,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
